timestamp,open,high,low,close,volume
1517599560000,878.0,879.64,876.71,878.88,100.39097
1517599620000,878.88,883.93,878.03,883.93,95.76125
1517599680000,883.93,884.97,877.0,878.98,139.87958
1517599740000,879.92,884.37,877.53,880.56,102.92375
1517599800000,880.98,886.46,880.58,886.42,71.32933
1517599860000,886.36,892.42,883.25,889.94,109.84936
1517599920000,887.02,894.24,887.0,893.0,239.45824
1517599980000,894.22,903.5,894.22,902.4,420.25267
1517600040000,902.38,905.0,901.0,904.07,248.92056
1517600100000,904.07,909.6,895.65,899.01,783.52057
1517600160000,899.01,907.9,895.89,903.03,208.34483
1517600220000,907.06,907.15,897.58,899.74,183.12161
1517600280000,899.99,905.97,899.81,903.55,233.10315
1517600340000,903.55,905.4,898.02,902.86,107.43523
1517600400000,903.2,910.0,903.0,907.06,186.31407
1517600460000,907.06,914.29,907.04,913.61,154.09999
1517600520000,912.95,912.95,910.17,911.98,115.27858
1517600580000,911.97,912.03,903.69,907.99,189.16119
1517600640000,908.0,910.64,902.03,908.96,270.46315
1517600700000,908.91,909.82,901.19,905.02,188.30769
1517600760000,905.01,905.01,891.5,896.21,275.77961
1517600820000,896.2,908.95,894.0,903.04,410.68749
1517600880000,901.1,903.11,896.0,898.99,175.42885
1517600940000,898.99,902.21,898.53,902.13,66.65602
1517601000000,901.94,903.35,900.5,903.35,89.85013
1517601060000,901.62,904.9,901.0,901.99,92.73978
1517601120000,902.0,905.55,901.99,904.94,77.23741
1517601180000,905.98,908.0,904.9,908.0,104.56886
1517601240000,907.98,910.0,906.0,908.93,85.25617
1517601300000,908.93,910.0,908.49,909.04,68.63925
1517601360000,909.04,909.5,902.0,902.35,138.05774
1517601420000,905.87,905.96,898.99,901.09,95.81336
1517601480000,900.99,905.0,900.0,902.09,90.13667
1517601540000,902.01,903.22,900.0,900.0,108.29043
1517601600000,901.35,903.28,900.0,901.69,37.97569
1517601660000,901.4,903.78,901.4,901.67,110.8379
1517601720000,901.0,903.0,898.07,902.66,130.80614
1517601780000,900.36,903.0,900.0,900.77,49.81766
1517601840000,900.7,902.69,900.68,901.47,19.75093
1517601900000,902.6,902.69,901.49,901.5,19.06449
1517601960000,901.5,901.71,900.04,901.7,23.57866
1517602020000,901.7,903.0,901.68,902.8,18.00162
1517602080000,902.8,904.94,902.0,903.02,55.49267
1517602140000,904.54,904.58,902.0,902.34,50.34761
1517602200000,903.98,909.0,903.0,908.95,158.05876
1517602260000,908.95,911.93,902.0,903.17,317.19868
1517602320000,905.0,908.72,902.47,908.4,142.96816
1517602380000,908.4,915.0,907.0,912.97,364.14266
1517602440000,912.95,915.91,912.95,915.0,158.72345
1517602500000,915.0,916.0,913.22,916.0,112.60431
1517602560000,914.99,919.99,914.37,919.99,205.85796
1517602620000,918.38,925.01,918.35,924.0,202.14649
1517602680000,924.8,924.99,915.0,915.11,352.80923
1517602740000,918.0,922.19,912.0,919.02,298.62281
1517602800000,919.02,923.14,915.01,917.97,145.39841
1517602860000,917.94,922.8,915.64,922.8,138.62342
1517602920000,920.12,924.94,920.12,921.87,129.45548
1517602980000,921.87,923.9,917.9,918.05,169.38929
1517603040000,918.06,919.45,915.45,918.16,87.40064
1517603100000,916.9,918.7,913.5,915.96,138.75774
1517603160000,915.7,915.99,912.5,912.54,64.12804
1517603220000,912.54,916.36,910.24,916.25,234.41401
1517603280000,916.2,918.06,915.0,916.0,131.68904
1517603340000,916.02,918.5,916.0,916.5,36.93146
1517603400000,916.5,919.99,916.5,919.97,79.7667
1517603460000,919.98,921.25,917.03,918.54,106.6091
1517603520000,918.5,919.3,917.07,918.94,48.97657
1517603580000,918.94,923.7,918.94,922.22,145.84896
1517603640000,922.23,924.9,920.5,922.52,53.95986
1517603700000,923.72,924.94,922.52,923.78,42.32088
1517603760000,923.78,925.0,922.7,925.0,125.00491
1517603820000,925.0,925.0,920.11,921.02,202.07891
1517603880000,921.01,923.96,920.15,920.57,51.28303
1517603940000,920.54,922.13,916.56,917.95,79.94505
1517604000000,917.94,920.4,916.48,918.19,63.9739
1517604060000,918.94,919.24,911.52,915.04,181.65318
1517604120000,915.03,916.99,909.39,911.66,163.0223
1517604180000,911.58,911.65,905.42,908.89,96.36041
1517604240000,905.79,910.0,904.99,908.7,220.96469
1517604300000,910.74,917.01,908.63,915.0,257.62035
1517604360000,915.0,918.88,902.0,907.72,370.94156
1517604420000,909.76,913.99,904.99,910.12,88.85603
1517604480000,910.04,910.08,905.0,905.08,86.2157
1517604540000,905.18,906.78,905.0,906.0,53.16056
1517604600000,906.0,906.73,895.0,899.2,210.59702
1517604660000,901.44,903.86,895.02,903.86,219.85796
1517604720000,901.02,903.48,897.67,899.0,84.44128
1517604780000,899.0,906.99,897.98,905.43,183.04696
1517604840000,905.43,906.0,896.32,897.99,304.79613
1517604900000,897.99,899.85,895.0,898.0,184.72074
